tc,tc_float,ev,ev_min,ev_max,n2,n3,n4,n5,n6,n7,n8,n9,n10,nA
0,-0.17391304347826086,-0.4392198371117478,-0.4392201865481713,-0.4391333785967006,24,22,23,24,23,24,22,22,91,24
2,2.8108108108108105,2.062945673107247,2.062945673107247,2.0629564091770756,5,2,2,3,1,3,3,3,14,1
3,3.12,1.4500898207324946,1.450089657019629,1.4501381921865681,19,15,18,18,18,19,17,23,84,19
0,-0.9230769230769231,-0.781375993388017,-0.7813768663665942,-0.7813119308524997,13,13,14,15,15,10,13,9,54,13
0,0.6753246753246753,0.46285896315257485,0.4628588118223766,0.4629458732976511,19,18,14,16,18,18,20,20,69,19
0,-0.38376383763837635,-0.5969975754133663,-0.5969981006904526,-0.596910773765005,20,18,22,23,22,22,20,21,81,22
-2,-2.6118721461187215,-1.6571710891292222,-1.65717135521629,-1.6571339859407708,17,17,18,18,20,17,14,19,67,12
-1,-1.7261410788381741,-1.0993776300083407,-1.0993778672195376,-1.0993337624835076,18,19,17,22,21,15,21,19,74,15
0,0.5114754098360657,-0.03691757233651908,-0.03691782265896448,-0.03684516939245313,22,24,24,24,22,23,23,24,95,24
-3,-3.611111111111111,-1.9714651166664179,-1.9714658569613028,-1.9713973274428667,9,13,14,12,13,10,10,12,40,11
2,2.87292817679558,1.2951797170074615,1.2951795988914259,1.2952343609819954,12,17,11,13,10,17,13,15,55,18
-1,-1.1243243243243244,-1.2463379028351464,-1.2463380412924072,-1.2463032065044743,18,10,15,19,12,14,13,14,60,10
4,4.0,2.714895105616865,2.714894977707373,2.7149341042298856,12,16,11,8,11,11,14,15,58,13
0,-0.17627118644067796,-0.4750697164380172,-0.47507025426521005,-0.47498727551374875,23,23,23,23,22,24,23,21,90,23
-2,-2.34,-1.4149261756486613,-1.4149270271247665,-1.4148417509525715,17,14,16,18,16,15,19,13,56,16
0,0.20883534136546186,0.03942349029929601,0.03942317598033465,0.03948787721030894,20,17,20,17,21,19,19,20,77,19
0,-0.45217391304347826,-0.4127915700133639,-0.412791615426306,-0.41274757624421443,15,20,17,18,19,16,17,21,75,12
-2,-2.3423423423423424,-0.9817172547477582,-0.981717434599789,-0.9816303797629108,21,21,14,15,19,18,17,17,62,18
0,-0.4176706827309237,-0.5431848679902436,-0.5431851256308983,-0.5431293007737188,17,22,17,20,20,19,23,17,76,18
2,2.3734439834024896,1.334951190387131,1.3349510978565462,1.335027349348914,20,16,15,16,20,18,19,19,77,21
1,1.7405857740585775,0.5598279411913933,0.5598274741891741,0.5599128317975078,19,13,21,19,20,19,12,16,79,21
0,-0.6265060240963854,0.42105766013457385,0.421057373832313,0.4211147465904281,13,19,16,10,11,9,7,14,52,15
0,-0.45614035087719296,-0.351484275181872,-0.351484460668281,-0.35140450869024215,20,20,15,18,16,18,15,19,70,17
0,0.4663677130044843,0.2163880527101152,0.21638785141720798,0.2164631724085637,18,18,15,17,16,18,16,19,66,20
3,3.5454545454545454,1.6701953619890821,1.6701952349864029,1.6702265647772438,7,1,7,6,6,8,13,7,29,4
2,2.2608695652173916,0.7668430473934263,0.7668429407534032,0.7668713743489048,2,5,6,7,4,4,8,6,22,5
-1,-1.0721649484536082,-0.7100186924600146,-0.7100188935139591,-0.709973540084246,10,5,5,9,9,8,9,6,29,7
-1,-1.3109243697478992,-0.5106923122114736,-0.5106927484864322,-0.5106160752162742,8,12,10,9,9,9,7,10,34,11
3,3.5254237288135593,6.201204924257183,6.201204075451011,6.201242770379095,10,5,3,3,2,2,3,4,19,8
-2,-2.810810810810811,-1.694926514119216,-1.6949268183759296,-1.6948649279736854,15,16,14,13,18,17,14,12,53,13
-2,-2.184873949579832,-1.7547812504006726,-1.7547816606549689,-1.754720649230267,10,9,10,9,8,15,8,9,33,8
7,7.744680851063829,5.033465709197892,5.033465593344437,5.0334956144845115,9,12,7,8,8,9,11,12,53,12
0,-0.8666666666666667,-0.3620333040964846,-0.3620336216290274,-0.36194901405342567,22,16,18,20,18,15,21,20,71,19
0,-0.42975206611570244,-0.38075415705119564,-0.38075428033929204,-0.38069831921900066,8,9,10,8,12,11,7,10,40,6
-1,-1.6,-0.8653105766155399,-0.8653110164453125,-0.8652467489912897,18,23,17,23,22,17,23,22,76,19
1,1.2307692307692308,0.5427898693817135,0.5427897261298641,0.5428304539326516,13,11,10,12,15,15,13,15,54,11
0,0.0,-0.2622669861824398,-0.2622671100313297,-0.2622233394519213,15,12,14,14,16,15,14,14,58,13
2,2.3458646616541357,1.137725410152757,1.1377251207100614,1.1377760070130716,10,9,10,9,11,12,8,9,41,14
-1,-1.5116279069767442,-1.0352633562210687,-1.0352645071675155,-1.0351774580159108,12,12,16,14,15,14,12,13,49,15
0,-0.557142857142857,-0.5833418918518498,-0.5833423681204616,-0.5832693082391901,21,22,22,22,21,22,23,22,84,21
0,-0.174496644295302,-0.3038656448587698,-0.3038662844209747,-0.30377579419997947,24,22,22,24,22,23,24,24,89,24
0,0.174496644295302,-0.21536585065683395,-0.21536602786729925,-0.21529533997831785,24,23,21,24,23,23,22,22,93,23
0,0.0,-0.1517970593250484,-0.15179714311906908,-0.15175299611351467,16,14,15,14,15,13,16,13,61,13
0,0.7819548872180452,0.18778323814538214,0.1877830109434341,0.187863050412718,19,20,18,23,20,19,21,22,82,22
4,4.0,1.8963090096942308,1.8963088096722558,1.8963506880691847,8,4,10,8,10,9,11,8,39,10
5,5.621621621621621,3.1378700440378635,3.1378699945798147,3.137900768386216,10,7,12,8,12,12,10,12,54,11
-1,-1.5230125523012554,-0.8387360670997496,-0.838736357937301,-0.8386779202284002,19,19,17,19,20,18,19,21,70,17
-7,-7.090909090909091,1.874017661091319,1.8740149831380501,1.8740437319464238,1,4,1,1,3,2,2,1,4,3
2,2.0492610837438425,0.6049287264787294,0.6049286680107864,0.6049819776765776,18,11,17,19,10,15,13,17,71,12
-1,-1.056910569105691,-1.021352467044659,-1.0213534292542497,-1.0212608154851128,20,17,18,23,20,20,18,17,73,20
5,5.252525252525253,2.882193017889713,2.882192865752608,2.882254640013181,14,14,12,11,15,16,16,14,68,18
0,-0.41600000000000004,-0.6229651949928927,-0.6229653179331486,-0.6229279015113951,19,19,20,21,19,18,18,20,81,15
-1,-1.0612244897959184,-1.1504688623727237,-1.1504697441863898,-1.1503797216549425,14,12,21,17,14,17,12,15,58,16
0,0.4369747899159664,-0.15553522280303297,-0.15553535518044706,-0.15547151648217486,17,19,17,18,16,22,19,21,71,18
-4,-4.394366197183099,-2.014394730513672,-2.014395017621879,-2.0143063159512513,21,14,20,18,16,15,18,20,55,16
-5,-5.487437185929648,-2.59393309526107,-2.593933762308105,-2.5938567425294963,16,17,18,15,18,17,16,19,49,14
0,0.0,0.13986480554765282,0.1398646946869731,0.13990584103311993,7,12,7,9,8,9,5,12,35,8
-3,-3.019354838709677,-0.9093583711559315,-0.9093594543752692,-0.9093047227300709,11,14,7,12,20,11,12,13,43,12
0,0.0,0.7600460893826448,0.7600459967654304,0.7600956883776974,7,8,8,7,9,5,6,10,31,8
-1,-1.5423728813559323,-1.099449441851609,-1.0994501487332826,-1.0993698750625867,18,19,18,20,19,18,21,16,69,18
1,1.1908396946564885,0.2752338919191626,0.2752337132320935,0.27529310391001544,18,19,20,21,20,19,21,20,84,20
0,-0.896551724137931,-0.26790200560468974,-0.2679021109835648,-0.26785130611059366,21,21,19,14,16,17,16,21,72,15
-8,-8.8,-1.9924211914712204,-1.9924295879989313,-1.9923386760308646,5,3,3,8,12,5,3,6,13,7
8,8.666666666666666,4.530461141936474,4.530461090083269,4.5304901560222275,4,5,10,5,6,8,9,3,37,9
-2,-2.6666666666666665,-1.311269786805518,-1.3112699484597274,-1.3112406851780403,5,6,8,5,9,5,7,4,26,3
-5,-5.27536231884058,-2.6992252389292455,-2.6992253410318527,-2.6991869722001542,5,5,8,5,5,6,8,6,19,2
7,7.672131147540983,4.960728604127748,4.960728121288887,4.960770391230631,3,4,9,3,2,4,6,0,22,8
-1,-1.2093023255813955,-0.3095679345302441,-0.3095679610617126,-0.3095256156442918,14,17,14,9,12,13,15,16,52,10
0,-0.9811320754716982,-0.12183847006626917,-0.1218395997303826,-0.12175841990950735,7,8,10,7,12,9,7,4,30,12
0,0.5333333333333333,0.32309953723910445,0.32309930635840217,0.323157361191451,16,12,14,18,13,13,16,18,57,18
-1,-1.8461538461538463,-1.0479915723282005,-1.0479917015519975,-1.047954808000981,14,15,11,13,16,14,9,14,53,10
4,4.970588235294118,2.5235952921850657,2.5235951900852807,2.523625720743592,9,7,12,7,9,11,11,13,46,11
3,3.0588235294117645,5.08867189403105,5.088671894031052,5.088671894031052,0,4,1,0,1,1,2,1,7,0
0,-0.4502164502164502,-0.6836502537076953,-0.6836503577410222,-0.6836116255592571,16,19,22,19,13,15,22,18,74,13
1,1.8245614035087718,1.563680711892244,1.5636803318704404,1.5637254073003437,5,4,6,3,4,5,3,3,17,7
0,0.6446280991735537,0.5916457580773844,0.5916456534891783,0.5917325284197027,20,20,19,12,19,20,20,19,71,22
0,0.5098039215686275,0.39424185688715657,0.39424117970799255,0.39429613515476303,7,7,8,8,7,9,11,7,27,11
1,1.0833333333333333,2.281524029192117,2.2815240260274625,2.281544531021576,3,5,3,4,4,2,2,5,17,3
-2,-2.2829268292682925,-1.0961155329471002,-1.096115820486373,-1.0960530901544885,15,21,18,17,14,12,13,19,62,14
0,0.5842696629213483,0.17555822863176948,0.17555797447453284,0.1756470715526309,20,19,19,20,23,21,20,21,81,23
0,0.0,-0.6295269230814087,-0.6295272180477168,-0.6294872290129861,11,14,18,15,16,15,17,13,62,12
-3,-3.68503937007874,-1.3860566365200924,-1.386057287765908,-1.3859772871964704,14,10,8,9,15,8,7,9,37,10
-1,-1.3735849056603775,-1.0908802863315943,-1.0908806709318837,-1.090826857089968,21,17,22,22,22,21,22,21,79,18
7,7.428571428571429,6.354902712989066,6.354902444987197,6.354939543360217,6,10,5,6,10,4,7,11,41,12
-4,-4.273972602739726,-0.9027468212795491,-0.9027501444653233,-0.9026731594839353,4,8,2,7,9,5,6,8,16,8
0,0.0,-0.17384677135159968,-0.1738469276509202,-0.17378680484773434,19,20,18,17,19,19,20,18,75,18
2,2.496,1.882192255148882,1.882192136790393,1.882238901804958,9,9,11,5,11,8,11,10,42,9
-6,-6.563106796116505,-3.9180825823158965,-3.9180829430457775,-3.9180144993676023,7,9,12,8,8,12,9,7,27,4
0,-0.16938110749185667,-0.3236092310023909,-0.3236094684107511,-0.32352884036526175,24,24,24,23,23,24,24,24,93,24
0,-0.6446280991735537,-0.3624144183267047,-0.3624147286889715,-0.36235244837320113,19,19,20,16,20,18,20,19,73,18
0,0.19622641509433963,0.15130900368924177,0.1513087962339704,0.1513954868983398,23,21,23,16,20,20,18,20,82,22
3,3.1652173913043478,1.8821075958550528,1.8821073077620172,1.8821590038800093,9,7,5,9,9,9,13,8,33,13
-1,-1.395973154362416,-1.045379778558601,-1.0453800920481036,-1.0453305679364477,10,10,9,13,15,14,13,12,45,8
5,5.473684210526315,3.371142526805315,3.3711423857216176,3.3711817472751844,3,3,3,6,5,3,5,3,20,6
2,2.977973568281939,1.004830894719552,1.0048307968418961,1.0048769903526926,18,15,16,17,16,19,20,11,79,16
0,-0.7428571428571428,-0.5929291034737296,-0.5929294941674013,-0.592828883075785,22,22,24,21,20,23,20,23,82,23
1,1.1304347826086958,0.6884589822905409,0.6884588210567383,0.6885000044641826,12,10,12,11,9,8,9,10,47,10
0,0.38235294117647056,0.5020746367852259,0.50207435590761,0.5021272814460205,13,11,10,12,9,7,9,9,43,13
0,-0.7098976109215016,-0.5601590771339949,-0.5601593695404283,-0.5600667838099548,24,24,20,23,24,23,23,21,87,24
-1,-1.0116731517509727,-0.8308420685355573,-0.8308421322818013,-0.8307995653499757,21,21,20,22,17,17,23,20,81,15
0,0.65,0.6517948124372224,0.6517946886284791,0.6518577912975118,17,20,17,16,21,15,19,21,75,19
0,0.6624203821656051,0.600205897109018,0.6002055714833728,0.6002691420176929,11,11,13,8,15,14,14,11,44,16
3,3.6666666666666665,1.3338604573600181,1.3338602424278296,1.3339266150840352,8,13,9,12,12,15,12,10,51,14
-1,-1.4054054054054055,-1.0755898427541366,-1.0755900326585608,-1.0755395888072237,20,22,21,21,16,21,23,22,77,16
5,5.2,2.594016087390432,2.5940159754095684,2.5940424126640145,5,7,5,6,9,10,9,7,35,7
-1,-1.3333333333333333,-1.051711766779963,-1.0517122205153182,-1.0516324080044728,20,22,22,23,22,21,21,20,81,21
-2,-2.34,-1.6621425216806662,-1.6621429119327158,-1.662057904006126,17,14,20,14,17,18,15,12,58,15
-2,-2.1311475409836063,-1.003008689213085,-1.0030089505556674,-1.0029451021720035,11,10,12,8,11,8,7,8,38,9
-3,-3.2842105263157895,-1.8370939873831982,-1.8370945054985424,-1.8370549326757726,7,11,9,8,8,5,5,5,31,6
0,0.4905660377358491,0.31470425245249223,0.3147039990901644,0.3147591412895085,4,8,9,6,11,9,13,7,33,6
0,0.3513513513513513,-0.5216576470796666,-0.5216577435824776,-0.5216168037493022,10,16,9,11,10,15,12,8,48,9
4,4.781609195402298,3.0219088815327533,3.0219087080577935,3.0219356197844505,7,6,6,6,5,5,8,6,32,6
-4,-4.333333333333333,-3.3124203939136336,-3.3124243341934236,-3.3123863321061813,3,4,6,7,2,3,4,1,15,3
2,2.496,1.6343705322332545,1.6343703797790523,1.6344283804634347,10,9,8,6,12,11,9,9,44,7
-3,-3.3333333333333335,-1.6119751526580324,-1.6119757808862845,-1.6118930750118752,10,17,11,14,13,12,10,14,41,14
0,-0.9541284403669724,-0.9791677548671824,-0.9791681362511182,-0.9790761188166793,15,22,18,15,16,22,15,13,64,18
1,1.0297029702970297,0.7371775274374922,0.7371774303589872,0.7372409990878455,18,17,12,13,16,16,19,11,59,21
-2,-2.888888888888889,-1.582823427812728,-1.5828240779789355,-1.582771183338781,6,6,5,7,3,8,6,8,19,4
0,0.0,0.00689460023831999,0.00689412819592107,0.00697836086177014,23,20,24,20,22,20,24,24,86,23
-1,-1.8139534883720931,-0.16510966813480513,-0.1651097174268304,-0.1650573912474558,9,7,6,5,8,6,5,8,28,4
0,0.40784313725490196,0.11666172700825539,0.11666151233514938,0.11672994597455527,20,17,18,21,21,18,19,22,79,20
1,1.6956521739130435,0.6986234644408446,0.6986233109136342,0.6986991825012923,19,21,20,21,21,20,21,22,88,23
2,2.609318996415771,1.2310400344575907,1.2310398993550475,1.2310899757205878,23,21,20,20,17,19,24,20,94,21
3,3.5135135135135136,1.5519996315628637,1.5519987394392942,1.552051337323469,5,2,8,6,5,7,4,6,23,8
0,0.0,1.7884618467167535,1.7884584687732832,1.7885731856508091,4,3,5,3,1,4,4,1,10,6
0,0.2113821138211382,0.0455624979772405,0.04556213707865465,0.04563382096493904,17,23,20,18,20,16,16,17,80,19
-4,-4.0,-0.5408006454631776,-0.5408060691972606,-0.5407227781900875,5,4,2,3,0,7,4,3,7,4
1,1.2264150943396228,0.08079670277253433,0.08079661845054013,0.0808397691929823,16,17,16,15,16,18,18,11,71,14
0,0.8167539267015708,-0.47541133010982706,-0.47541181495776996,-0.4753552332392399,15,10,17,15,13,21,13,14,59,14
0,0.22127659574468087,0.01533685255828056,0.01533671422363851,0.01537890451714211,20,16,18,18,19,17,15,20,76,16
0,-0.8062015503875969,-0.7338646836124837,-0.7338651633562514,-0.7337807898296198,18,21,19,22,19,23,23,18,72,23
4,4.875,4.515223598032381,4.5152233309416605,4.515313047822562,7,6,3,3,3,6,4,4,17,11
-7,-7.428571428571429,-4.122988742164984,-4.122989575003827,-4.122912677469718,7,8,9,9,8,10,5,7,23,5
-2,-2.769230769230769,-1.6586476693933652,-1.6586478427723237,-1.6586094005834517,14,16,15,10,15,15,11,12,51,10
-3,-3.2792792792792795,-2.425947812923443,-2.4259484706754155,-2.4259118077815733,6,9,9,13,11,7,8,7,35,6
0,-0.17869415807560138,-0.3049977660388664,-0.30499799735235245,-0.304910732157959,22,23,23,22,21,23,23,24,87,23
1,1.0758620689655174,0.5070655046804077,0.5070654361167986,0.5071499151581751,13,11,10,11,9,10,15,9,45,12
0,0.20472440944881887,-0.17527287804074004,-0.17527326018544956,-0.1751813238571924,21,19,18,19,21,21,19,17,78,21
0,-0.7938931297709924,-0.8401446569188173,-0.8401449566065221,-0.8400817141948566,17,22,24,20,19,21,21,20,79,19
4,4.0625,2.144821064953167,2.1448209214904486,2.144873725741538,9,9,9,9,9,8,14,6,42,13
14,14.181818181818182,12.256679112792153,12.256678591024663,12.256687435185643,2,2,1,1,0,2,1,1,10,2
-2,-2.2127659574468086,-1.5179348699495303,-1.517936039834374,-1.5178480088191462,10,13,10,13,10,15,10,10,38,12
-2,-2.1538461538461537,-1.0610895161396665,-1.06108982004093,-1.0610487849401136,9,15,16,11,16,12,15,15,49,11
-2,-2.7368421052631575,-1.2267367450013404,-1.2267369956983063,-1.2266696898807128,6,4,6,4,5,4,4,2,17,5
-9,-9.629629629629628,-2.634055940974851,-2.6340559409748474,-2.634040842432495,3,1,4,1,4,2,1,3,7,1
-2,-2.9928057553956835,-1.9067347856865817,-1.906735298107161,-1.9066650539051864,9,15,12,14,7,10,14,9,39,10
1,1.0129870129870129,0.17764128904425858,0.17764122746142705,0.17767595211128798,14,11,9,14,12,11,12,8,54,9
0,-0.8934707903780069,-0.6988152524816673,-0.6988156179999712,-0.6987195451722266,24,22,22,24,23,22,23,21,86,24
1,1.9622641509433965,0.8830081186775809,0.883007953613793,0.8830616990225698,8,7,8,8,8,10,4,10,34,9
-2,-2.206060606060606,-1.0445259858898208,-1.0445261054014174,-1.0444869944137547,14,13,14,14,9,12,13,19,49,8
0,-0.8524590163934427,-0.3636900093867499,-0.3636903514624053,-0.36363091911184503,13,16,13,16,16,11,11,16,57,14
0,0.5288135593220339,0.00545307367499219,0.0054527305091993,0.00553486348359722,22,22,21,23,24,23,23,22,91,24
0,0.9629629629629629,0.02593082367809978,0.02593062167681466,0.02600059860206377,14,18,16,19,15,17,15,16,69,17
0,0.8888888888888888,1.4060397389484394,1.4060395216703456,1.4060911175483,8,13,8,5,10,8,8,11,36,10
3,3.466666666666667,1.988154620203832,1.9881541587448484,1.9882088449316901,7,9,6,6,12,14,8,10,36,12
5,5.621621621621621,3.164861297599776,3.1648612204870723,3.1648721261664305,2,1,4,2,2,3,3,5,13,2
1,1.1504424778761062,0.20385643998619948,0.2038563520535289,0.20389822926885323,15,18,19,19,17,16,14,15,78,15
0,0.5810055865921787,0.6605247859794837,0.6605246309790929,0.6606054153461836,13,14,15,12,13,11,14,18,54,15
0,-0.8125,-0.836528455386956,-0.8365286993487372,-0.8364776809758003,19,21,20,20,20,20,22,18,79,17
-4,-4.0310077519379846,-1.4568396261349907,-1.456840095728896,-1.4567666921542766,11,12,9,10,12,8,11,12,34,10
-2,-2.4,-0.9932273248842866,-0.9932275656928605,-0.993196717589133,4,4,6,7,6,2,7,5,21,3
-1,-1.8139534883720931,-1.4941510382767702,-1.4941528139758746,-1.4940707406124696,9,14,17,16,16,13,11,10,51,15
0,-0.6872246696035242,-0.4238335041801803,-0.4238337993390127,-0.4237481398068245,19,16,18,20,16,15,20,17,66,20
7,7.172413793103448,6.013831379959512,6.013831379959512,6.013834036533092,3,2,1,3,2,1,2,0,14,1
-1,-1.0909090909090908,-0.6807925865325537,-0.6807933348189388,-0.6807074136152662,22,23,23,22,24,21,20,23,85,23
13,13.951219512195122,10.007035980206334,10.007035980206334,10.007040116752785,0,3,4,2,2,1,3,4,19,3
0,-0.18439716312056736,-0.3556052499920851,-0.3556055210880113,-0.3555209634788077,22,21,21,22,22,23,22,22,84,23
0,0.18055555555555555,-0.31351603719370513,-0.3135163174329248,-0.3134367172948524,20,22,22,24,22,23,22,22,88,23
0,-0.35986159169550175,-0.4515456914572554,-0.45154625576664975,-0.45146649390176774,23,22,24,23,20,21,24,22,88,22
1,1.244019138755981,0.43792471252745957,0.4379244690080577,0.4379974642970341,18,14,13,16,18,17,15,14,67,17
-2,-2.8403361344537816,-1.6006495663649014,-1.6006505216454643,-1.6005669779823228,18,23,19,20,19,17,17,19,68,18
3,3.1515151515151514,1.1996512597339641,1.199651125437095,1.1997177930050653,15,18,16,17,15,19,18,18,76,19
-1,-1.4979423868312756,-0.6890114805822473,-0.6890120173489196,-0.6889288235217724,20,20,20,18,20,16,18,20,72,19
3,3.9327731092436977,1.7563682034430994,1.7563681270280436,1.7564216779591908,14,14,20,16,18,18,18,20,81,19
17,17.333333333333332,11.915727466856,11.915727466856,11.915741280048595,1,0,1,3,0,1,3,0,10,2
-5,-5.2,-2.2129555253252646,-2.2129560452509196,-2.212904565161706,6,7,8,9,6,7,8,12,22,5
0,-0.5148514851485149,-0.5548461721491634,-0.5548467518540732,-0.5547578798931588,24,24,24,24,23,23,23,22,92,24
1,1.7777777777777777,1.0174281190171983,1.0174279961439319,1.0174853876827994,9,8,9,7,11,9,9,7,42,6
1,1.6106194690265487,0.4639061654713413,0.4639061250403229,0.4639503429480778,18,16,19,15,14,19,16,20,75,14
2,2.563380281690141,1.1854820436611175,1.1854819593274035,1.1855334413828358,10,10,11,10,9,10,12,13,48,9
-1,-1.9622641509433965,-1.3694958502243573,-1.3694963865762035,-1.369423868782214,12,13,14,15,11,12,10,13,47,12
-3,-3.68141592920354,-2.158931437779209,-2.158932357112778,-2.158865660921579,17,19,18,22,20,15,17,18,64,16
-2,-2.8363636363636364,-1.8697247804485853,-1.8697265462452477,-1.8696628985178947,15,3,11,13,5,6,10,6,34,7
1,1.469964664310954,0.21224781977967952,0.21224748760734388,0.21232144178508133,18,22,22,24,19,23,21,21,90,23
-5,-5.2,3.1294479484383735,3.1294374889803716,3.1295062748902693,2,8,1,1,1,2,1,4,6,4
0,-0.6046511627906976,-0.4302844328788369,-0.4302848587450809,-0.43019606045772446,18,19,21,21,23,17,21,19,77,22
2,2.3947368421052633,0.9481924444697394,0.9481923505402019,0.9482478182838338,10,12,8,14,8,13,11,17,47,12
-3,-3.183673469387755,-0.8717500807238162,-0.8717501965093277,-0.8717058521369689,9,8,11,5,7,6,8,10,28,6
0,-0.7938931297709924,-0.8546968737379607,-0.8546970340661766,-0.8546495031370234,19,22,19,22,20,22,19,21,80,18
0,0.23008849557522126,0.21571592672292045,0.2157156816753794,0.21580310481755288,17,21,16,13,20,19,16,16,69,19
-3,-3.5454545454545454,-1.9607833456340302,-1.9607860776025945,-1.9607483117917552,3,4,5,6,1,2,4,3,13,3
-8,-8.0,-1.8827843819115213,-1.8827844300682284,-1.8827737171250665,4,5,3,3,2,2,4,5,11,0
